,cwe_id
4588,CWE-125
4589,NVD-CWE-noinfo
4590,CWE-787
4591,CWE-78
4592,CWE-125
4593,CWE-476
4594,CWE-190
4595,CWE-787
4596,NVD-CWE-noinfo
4597,CWE-190
4598,NVD-CWE-noinfo
4599,CWE-125
4600,CWE-79
4601,CWE-79
4602,CWE-22
4603,CWE-125
4604,CWE-787
4605,CWE-22
4606,CWE-908
4607,CWE-787
4608,NVD-CWE-noinfo
4609,CWE-125
4610,CWE-787
4611,CWE-79
4612,CWE-120
4613,CWE-89
4614,CWE-787
4615,CWE-89
4616,CWE-79
4617,CWE-79
4618,CWE-79
4619,CWE-416
4620,CWE-312
4621,CWE-697
4622,CWE-79
4623,CWE-120
4624,CWE-190
4625,CWE-190
4626,CWE-79
4627,NVD-CWE-Other
4628,CWE-862
4629,NVD-CWE-noinfo
4630,CWE-787
4631,CWE-476
4632,CWE-125
4633,CWE-125
4634,CWE-476
4635,CWE-125
4636,CWE-476
4637,CWE-119
4638,CWE-20
4639,CWE-79
4640,CWE-416
4641,CWE-119
4642,CWE-476
4643,CWE-191
4644,CWE-763
4645,CWE-79
4646,NVD-CWE-noinfo
4647,CWE-78
4648,CWE-295
4649,CWE-59
4650,CWE-1236
4651,CWE-79
4652,CWE-918
4653,CWE-1021
4654,CWE-79
4655,CWE-863
4656,CWE-276
4657,CWE-502
4658,CWE-755
4659,CWE-787
4660,CWE-908
4661,CWE-787
4662,CWE-918
4663,CWE-79
4664,CWE-345
4665,CWE-125
4666,CWE-787
4667,CWE-125
4668,CWE-787
4669,CWE-125
4670,CWE-787
4671,CWE-79
4672,CWE-79
4673,CWE-79
4674,CWE-79
4675,CWE-79
4676,CWE-79
4677,CWE-79
4678,CWE-79
4679,CWE-79
4680,CWE-476
4681,CWE-668
4682,CWE-444
4683,CWE-116
4684,CWE-416
4685,CWE-79
4686,CWE-79
4687,NVD-CWE-noinfo
4688,CWE-862
4689,CWE-79
4690,CWE-79
4691,CWE-79
4692,CWE-918
4693,CWE-79
4694,CWE-59
4695,CWE-276
4696,CWE-295
4697,CWE-94
4698,CWE-79
4699,CWE-79
4700,CWE-74
4701,CWE-522
4702,CWE-400
4703,CWE-79
4704,CWE-502
4705,CWE-787
4706,CWE-79
4707,CWE-79
4708,CWE-862
4709,CWE-476
4710,CWE-287
4711,CWE-74
4712,NVD-CWE-noinfo
4713,CWE-79
4714,CWE-116
4715,CWE-200
4716,CWE-862
4717,CWE-601
4718,CWE-706
4719,CWE-346
4720,CWE-287
4721,CWE-471
4722,CWE-74
4723,CWE-79
4724,CWE-682
4725,CWE-347
4726,CWE-78
4727,CWE-611
4728,CWE-89
4729,CWE-79
4730,CWE-863
4731,CWE-346
4732,CWE-22
4733,CWE-434
4734,CWE-346
4735,CWE-290
4736,CWE-434
4737,CWE-400
4738,CWE-400
4739,CWE-668
4740,CWE-441
4741,CWE-682
4742,CWE-326
4743,CWE-400
4744,CWE-908
4745,CWE-125
4746,NVD-CWE-Other
4747,CWE-125
4748,CWE-20
4749,CWE-125
4750,CWE-908
4751,CWE-668
4752,CWE-77
4753,CWE-78
4754,CWE-601
4755,CWE-290
4756,CWE-59
4757,CWE-250
4758,CWE-22
4759,CWE-79
4760,CWE-74
4761,CWE-116
4762,CWE-22
4763,CWE-434
4764,CWE-312
4765,CWE-400
4766,CWE-347
4767,CWE-20
4768,CWE-79
4769,CWE-78
4770,CWE-22
4771,CWE-434
4772,CWE-79
4773,CWE-74
4774,CWE-79
4775,CWE-22
4776,CWE-78
4777,CWE-78
4778,CWE-787
4779,CWE-787
4780,CWE-120
4781,CWE-79
4782,CWE-427
4783,CWE-415
4784,CWE-79
4785,CWE-681
4786,CWE-326
4787,NVD-CWE-noinfo
4788,CWE-787
4789,CWE-434
4790,CWE-79
4791,CWE-269
4792,CWE-369
4793,CWE-327
4794,NVD-CWE-noinfo
4795,CWE-617
4796,NVD-CWE-noinfo
4797,CWE-362
4798,CWE-416
4799,CWE-476
4800,CWE-120
4801,CWE-190
4802,NVD-CWE-noinfo
4803,CWE-125
4804,CWE-369
4805,CWE-193
4806,CWE-415
4807,CWE-908
4808,CWE-122
4809,CWE-306
4810,NVD-CWE-noinfo
4811,CWE-502
4812,CWE-862
4813,CWE-754
4814,NVD-CWE-noinfo
4815,CWE-347
4816,CWE-918
4817,CWE-125
4818,CWE-191
4819,CWE-674
4820,CWE-190
4821,CWE-787
4822,NVD-CWE-noinfo
4823,CWE-915
4824,CWE-1321
4825,CWE-915
4826,NVD-CWE-noinfo
4827,NVD-CWE-noinfo
4828,NVD-CWE-noinfo
4829,CWE-22
4830,CWE-20
4831,CWE-190
4832,CWE-787
4833,CWE-22
4834,CWE-1321
4835,CWE-77
4836,CWE-77
4837,CWE-79
4838,CWE-79
4839,CWE-1321
4840,CWE-915
4841,CWE-1321
4842,CWE-1321
4843,NVD-CWE-noinfo
4844,CWE-78
4845,CWE-770
4846,CWE-78
4847,NVD-CWE-Other
4848,CWE-327
4849,CWE-352
4850,CWE-287
4851,CWE-404
4852,CWE-287
4853,CWE-755
4854,CWE-79
4855,NVD-CWE-noinfo
4856,CWE-763
4857,CWE-79
4858,NVD-CWE-noinfo
4859,CWE-116
4860,CWE-862
4861,CWE-732
4862,CWE-862
4863,NVD-CWE-noinfo
4864,CWE-862
4865,CWE-79
4866,CWE-787
4867,CWE-79
4868,CWE-79
4869,CWE-88
4870,NVD-CWE-noinfo
4871,NVD-CWE-noinfo
4872,CWE-22
4873,CWE-362
4874,CWE-665
4875,CWE-269
4876,CWE-203
4877,CWE-834
4878,CWE-79
4879,CWE-79
4880,NVD-CWE-Other
4881,CWE-401
4882,CWE-476
4883,NVD-CWE-noinfo
4884,CWE-79
4885,CWE-89
4886,CWE-89
4887,CWE-89
4888,CWE-787
4889,CWE-787
4890,CWE-787
4891,CWE-787
4892,CWE-416
4893,CWE-476
4894,CWE-476
4895,CWE-400
4896,CWE-770
4897,CWE-120
4898,CWE-787
4899,CWE-79
4900,CWE-22
4901,CWE-59
4902,NVD-CWE-noinfo
4903,CWE-125
4904,CWE-125
4905,CWE-125
4906,CWE-125
4907,CWE-327
4908,CWE-120
4909,CWE-79
4910,CWE-502
4911,CWE-22
4912,CWE-787
4913,CWE-415
4914,CWE-787
4915,CWE-787
4916,CWE-787
4917,CWE-787
4918,CWE-617
4919,CWE-787
4920,CWE-787
4921,CWE-89
4922,CWE-269
4923,CWE-116
4924,CWE-190
4925,CWE-416
4926,CWE-681
4927,CWE-125
4928,CWE-89
4929,CWE-601
4930,CWE-79
4931,CWE-352
4932,CWE-79
4933,CWE-502
4934,CWE-121
4935,CWE-200
4936,CWE-79
4937,CWE-79
4938,CWE-79
4939,CWE-77
4940,CWE-79
4941,CWE-284
4942,CWE-122
4943,CWE-79
4944,CWE-117
4945,CWE-287
4946,CWE-20
4947,CWE-94
4948,CWE-120
4949,CWE-384
4950,CWE-287
4951,CWE-120
4952,CWE-120
4953,CWE-120
4954,CWE-20
4955,CWE-74
4956,CWE-74
4957,CWE-22
4958,CWE-798
4959,CWE-79
4960,CWE-326
4961,CWE-776
4962,CWE-327
4963,CWE-74
4964,CWE-276
4965,CWE-863
4966,CWE-601
4967,CWE-787
4968,CWE-125
4969,CWE-400
4970,CWE-22
4971,CWE-20
4972,CWE-863
4973,CWE-400
4974,CWE-200
4975,CWE-74
4976,CWE-74
4977,CWE-798
4978,CWE-74
4979,CWE-552
4980,CWE-863
4981,CWE-269
4982,CWE-20
4983,CWE-89
4984,CWE-94
4985,CWE-74
4986,CWE-522
4987,CWE-294
4988,CWE-522
4989,CWE-79
4990,CWE-79
4991,CWE-79
4992,CWE-80
4993,CWE-287
4994,CWE-79
4995,CWE-601
4996,CWE-79
4997,CWE-79
4998,CWE-79
4999,CWE-209
5000,CWE-863
5001,CWE-79
5002,CWE-79
5003,CWE-79
5004,CWE-863
5005,CWE-22
5006,CWE-732
5007,CWE-78
5008,CWE-79
5009,CWE-79
5010,CWE-863
5011,CWE-863
5012,CWE-269
5013,CWE-89
5014,CWE-863
5015,CWE-79
5016,CWE-829
5017,CWE-98
5018,CWE-610
5019,CWE-73
5020,CWE-610
5021,CWE-73
5022,CWE-79
5023,CWE-87
5024,CWE-77
5025,CWE-294
5026,CWE-178
5027,CWE-787
5028,CWE-347
5029,CWE-601
5030,CWE-787
5031,CWE-787
5032,CWE-787
5033,NVD-CWE-noinfo
5034,CWE-89
5035,CWE-94
5036,CWE-639
5037,CWE-22
5038,CWE-295
5039,CWE-295
5040,CWE-908
5041,CWE-295
5042,CWE-78
5043,CWE-400
5044,CWE-59
5045,CWE-755
5046,CWE-78
5047,CWE-89
5048,CWE-78
5049,CWE-915
5050,CWE-94
5051,CWE-444
5052,NVD-CWE-Other
5053,CWE-915
5054,CWE-915
5055,CWE-915
5056,CWE-78
5057,CWE-79
5058,CWE-22
5059,CWE-502
5060,NVD-CWE-Other
5061,NVD-CWE-Other
5062,CWE-22
5063,CWE-444
5064,NVD-CWE-noinfo
5065,CWE-78
5066,CWE-863
5067,CWE-755
5068,CWE-78
5069,CWE-915
5070,CWE-915
5071,CWE-915
5072,CWE-915
5073,CWE-1188
5074,CWE-78
5075,CWE-400
5076,CWE-78
5077,CWE-915
5078,CWE-79
5079,CWE-1321
5080,CWE-915
5081,CWE-79
5082,CWE-78
5083,NVD-CWE-noinfo
5084,CWE-22
5085,CWE-400
5086,NVD-CWE-noinfo
5087,CWE-22
5088,CWE-22
5089,CWE-444
5090,NVD-CWE-noinfo
5091,CWE-88
5092,CWE-915
5093,NVD-CWE-noinfo
5094,CWE-79
5095,CWE-78
5096,CWE-352
5097,CWE-915
5098,NVD-CWE-noinfo
5099,CWE-400
5100,CWE-77
5101,CWE-306
5102,CWE-89
5103,CWE-125
5104,CWE-77
5105,CWE-770
5106,CWE-416
5107,CWE-79
5108,CWE-22
5109,CWE-120
5110,CWE-20
5111,CWE-367
5112,NVD-CWE-noinfo
5113,NVD-CWE-noinfo
5114,NVD-CWE-noinfo
5115,NVD-CWE-noinfo
5116,CWE-119
5117,CWE-120
5118,CWE-732
5119,NVD-CWE-noinfo
5120,NVD-CWE-Other
5121,CWE-119
5122,CWE-787
5123,CWE-125
5124,CWE-787
5125,CWE-787
5126,CWE-125
5127,CWE-125
5128,CWE-125
5129,CWE-125
5130,CWE-125
5131,CWE-787
5132,CWE-416
5133,CWE-120
5134,CWE-79
5135,CWE-79
5136,CWE-824
5137,CWE-125
5138,CWE-863
5139,CWE-125
5140,CWE-787
5141,CWE-670
5142,CWE-295
5143,CWE-295
5144,CWE-295
5145,CWE-74
5146,CWE-120
5147,NVD-CWE-noinfo
5148,NVD-CWE-noinfo
5149,CWE-295
5150,CWE-835
5151,CWE-345
5152,CWE-787
5153,CWE-476
5154,CWE-190
5155,CWE-22
5156,CWE-400
5157,CWE-400
5158,CWE-426
5159,CWE-347
5160,CWE-347
5161,CWE-400
5162,CWE-502
5163,CWE-502
5164,CWE-74
5165,CWE-434
5166,CWE-862
5167,CWE-74
5168,CWE-502
5169,CWE-538
5170,CWE-400
5171,CWE-759
5172,CWE-862
5173,CWE-79
5174,CWE-74
5175,CWE-319
5176,CWE-400
5177,CWE-22
5178,CWE-601
5179,CWE-400
5180,CWE-352
5181,NVD-CWE-Other
5182,CWE-74
5183,CWE-74
5184,CWE-79
5185,CWE-22
5186,CWE-400
5187,CWE-918
5188,CWE-918
5189,CWE-78
5190,CWE-378
5191,CWE-379
5192,CWE-601
5193,CWE-428
5194,CWE-400
5195,CWE-400
5196,CWE-444
5197,CWE-400
5198,CWE-22
5199,CWE-444
5200,CWE-59
5201,CWE-200
5202,CWE-1236
5203,CWE-74
5204,NVD-CWE-noinfo
5205,CWE-94
5206,CWE-400
5207,CWE-862
5208,CWE-287
5209,CWE-918
5210,CWE-78
5211,CWE-74
5212,CWE-400
5213,CWE-863
5214,CWE-79
5215,CWE-345
5216,CWE-20
5217,CWE-20
5218,CWE-200
5219,CWE-639
5220,CWE-400
5221,CWE-287
5222,CWE-601
5223,CWE-79
5224,CWE-74
5225,CWE-287
5226,CWE-200
5227,CWE-601
5228,CWE-330
5229,CWE-74
5230,CWE-601
5231,CWE-200
5232,CWE-285
5233,CWE-378
5234,CWE-379
5235,CWE-200
5236,CWE-732
5237,CWE-79
5238,CWE-436
5239,CWE-863
5240,CWE-915
5241,CWE-400
5242,CWE-502
5243,CWE-20
5244,CWE-74
5245,CWE-400
5246,CWE-200
5247,CWE-601
5248,CWE-287
5249,CWE-303
5250,CWE-74
5251,CWE-79
5252,CWE-88
5253,CWE-295
5254,CWE-297
5255,CWE-78
5256,CWE-88
5257,CWE-78
5258,CWE-924
5259,CWE-200
5260,CWE-79
5261,CWE-200
5262,CWE-763
5263,CWE-22
5264,CWE-305
5265,CWE-20
5266,CWE-20
5267,CWE-444
5268,CWE-863
5269,CWE-78
5270,CWE-913
5271,CWE-79
5272,CWE-200
5273,CWE-79
5274,CWE-527
5275,CWE-200
5276,CWE-20
5277,CWE-284
5278,CWE-862
5279,CWE-94
5280,CWE-74
5281,CWE-276
5282,CWE-79
5283,NVD-CWE-Other
5284,CWE-668
5285,CWE-668
5286,CWE-125
5287,CWE-668
5288,CWE-668
5289,CWE-909
5290,CWE-416
5291,CWE-415
5292,CWE-787
5293,CWE-59
5294,CWE-476
5295,CWE-476
5296,CWE-787
5297,CWE-89
5298,CWE-522
5299,CWE-834
5300,CWE-78
5301,CWE-79
5302,CWE-22
5303,NVD-CWE-noinfo
5304,CWE-79
5305,CWE-94
5306,NVD-CWE-Other
5307,CWE-78
5308,NVD-CWE-noinfo
5309,CWE-89
5310,NVD-CWE-noinfo
5311,CWE-78
5312,NVD-CWE-Other
5313,CWE-78
5314,NVD-CWE-Other
5315,CWE-287
5316,NVD-CWE-noinfo
5317,NVD-CWE-noinfo
5318,NVD-CWE-noinfo
5319,NVD-CWE-noinfo
5320,NVD-CWE-Other
5321,CWE-1321
5322,CWE-909
5323,CWE-601
5324,CWE-94
5325,CWE-94
5326,NVD-CWE-noinfo
5327,CWE-601
5328,CWE-434
5329,CWE-74
5330,NVD-CWE-noinfo
5331,CWE-22
5332,NVD-CWE-noinfo
5333,CWE-79
5334,CWE-22
5335,CWE-611
5336,CWE-915
5337,CWE-78
5338,CWE-22
5339,CWE-352
5340,CWE-1321
5341,CWE-843
5342,CWE-843
5343,CWE-843
5344,CWE-843
5345,CWE-915
5346,CWE-843
5347,CWE-843
5348,CWE-79
5349,CWE-1321
5350,CWE-330
5351,CWE-611
5352,CWE-1321
5353,CWE-668
5354,NVD-CWE-Other
5355,CWE-601
5356,CWE-1321
5357,CWE-843
5358,CWE-1321
5359,CWE-22
5360,CWE-59
5361,NVD-CWE-noinfo
5362,CWE-1321
5363,CWE-434
5364,CWE-704
5365,CWE-835
5366,CWE-1321
5367,CWE-502
5368,CWE-1321
5369,CWE-843
5370,NVD-CWE-noinfo
5371,CWE-918
5372,CWE-502
5373,CWE-59
5374,CWE-79
5375,CWE-611
5376,CWE-863
5377,CWE-843
5378,CWE-611
5379,NVD-CWE-noinfo
5380,CWE-190
5381,CWE-763
5382,CWE-617
5383,CWE-787
5384,CWE-416
5385,CWE-843
5386,CWE-203
5387,CWE-89
5388,CWE-639
5389,CWE-640
5390,CWE-79
5391,CWE-79
5392,NVD-CWE-Other
5393,NVD-CWE-Other
5394,NVD-CWE-Other
5395,CWE-1321
5396,NVD-CWE-Other
5397,CWE-79
5398,CWE-79
5399,CWE-79
5400,CWE-178
5401,CWE-79
5402,CWE-79
5403,CWE-352
5404,CWE-79
5405,CWE-79
5406,NVD-CWE-Other
5407,CWE-79
5408,CWE-352
5409,CWE-352
5410,CWE-79
5411,CWE-79
5412,CWE-79
5413,CWE-79
5414,CWE-918
5415,CWE-613
5416,NVD-CWE-Other
5417,CWE-1321
5418,CWE-863
5419,CWE-79
5420,NVD-CWE-Other
5421,CWE-640
5422,CWE-209
5423,CWE-79
5424,CWE-1236
5425,CWE-640
5426,CWE-1236
5427,CWE-79
5428,CWE-79
5429,CWE-352
5430,CWE-79
5431,CWE-79
5432,CWE-613
5433,NVD-CWE-Other
5434,CWE-918
5435,CWE-669
5436,CWE-79
5437,CWE-79
5438,CWE-352
5439,CWE-79
5440,CWE-79
5441,CWE-613
5442,CWE-74
5443,CWE-613
5444,CWE-79
5445,CWE-79
5446,CWE-79
5447,CWE-79
5448,NVD-CWE-Other
5449,CWE-613
5450,CWE-79
5451,CWE-74
5452,CWE-787
5453,CWE-913
5454,CWE-79
5455,NVD-CWE-Other
5456,CWE-915
5457,NVD-CWE-Other
5458,CWE-20
5459,CWE-79
5460,CWE-125
5461,CWE-476
5462,NVD-CWE-noinfo
5463,NVD-CWE-noinfo
5464,NVD-CWE-noinfo
5465,CWE-77
5466,NVD-CWE-noinfo
5467,CWE-502
5468,CWE-79
5469,NVD-CWE-Other
5470,NVD-CWE-Other
5471,CWE-79
5472,CWE-22
5473,CWE-120
5474,NVD-CWE-noinfo
5475,NVD-CWE-noinfo
5476,CWE-915
5477,CWE-611
5478,CWE-476
5479,CWE-326
5480,NVD-CWE-noinfo
5481,CWE-79
5482,CWE-862
5483,NVD-CWE-noinfo
5484,CWE-415
5485,CWE-352
5486,CWE-79
5487,CWE-434
5488,CWE-434
5489,CWE-116
5490,CWE-863
5491,NVD-CWE-noinfo
5492,CWE-770
5493,CWE-476
5494,CWE-369
5495,CWE-1321
5496,CWE-120
5497,CWE-79
5498,CWE-770
5499,CWE-770
5500,CWE-770
5501,CWE-20
5502,NVD-CWE-noinfo
5503,CWE-190
5504,CWE-787
5505,CWE-78
5506,CWE-78
5507,CWE-20
5508,CWE-611
5509,CWE-770
5510,CWE-20
5511,CWE-918
5512,NVD-CWE-noinfo
5513,CWE-20
5514,CWE-352
5515,CWE-352
5516,CWE-863
5517,CWE-347
5518,CWE-74
5519,CWE-347
5520,CWE-125
5521,CWE-787
5522,NVD-CWE-Other
5523,CWE-331
5524,CWE-835
5525,CWE-200
5526,NVD-CWE-Other
5527,CWE-74
5528,CWE-74
5529,CWE-502
5530,CWE-94
5531,CWE-400
5532,CWE-835
5533,CWE-770
5534,CWE-787
5535,CWE-476
5536,CWE-843
5537,CWE-787
5538,CWE-476
5539,CWE-476
5540,CWE-369
5541,CWE-476
5542,CWE-843
5543,CWE-787
5544,CWE-131
5545,CWE-369
5546,CWE-190
5547,CWE-369
5548,CWE-369
5549,CWE-369
5550,CWE-369
5551,CWE-369
5552,CWE-193
5553,CWE-476
5554,CWE-754
5555,CWE-125
5556,CWE-754
5557,CWE-754
5558,CWE-787
5559,CWE-787
5560,CWE-787
5561,CWE-369
5562,CWE-681
5563,CWE-787
5564,CWE-476
5565,CWE-787
5566,CWE-617
5567,CWE-754
5568,CWE-131
5569,CWE-369
5570,CWE-125
5571,CWE-369
5572,CWE-369
5573,CWE-369
5574,CWE-125
5575,CWE-617
5576,CWE-125
5577,CWE-369
5578,CWE-369
5579,CWE-369
5580,CWE-369
5581,CWE-787
5582,CWE-125
5583,CWE-787
5584,CWE-617
5585,CWE-617
5586,CWE-617
5587,CWE-476
5588,CWE-476
5589,CWE-787
5590,CWE-617
5591,CWE-824
5592,CWE-125
5593,CWE-125
5594,CWE-787
5595,CWE-476
5596,CWE-369
5597,CWE-476
5598,CWE-120
5599,CWE-787
5600,CWE-787
5601,CWE-787
5602,CWE-787
5603,CWE-908
5604,CWE-908
5605,CWE-125
5606,CWE-125
5607,CWE-476
5608,CWE-190
5609,CWE-369
5610,CWE-369
5611,CWE-369
5612,CWE-369
5613,CWE-369
5614,CWE-125
5615,CWE-674
5616,CWE-835
5617,CWE-476
5618,CWE-369
5619,CWE-369
5620,CWE-369
5621,CWE-369
5622,CWE-369
5623,CWE-369
5624,CWE-369
5625,CWE-369
5626,CWE-190
5627,CWE-369
5628,CWE-787
5629,CWE-369
5630,CWE-190
5631,CWE-125
5632,CWE-754
5633,CWE-131
5634,CWE-476
5635,CWE-787
5636,CWE-665
5637,CWE-20
5638,CWE-120
5639,CWE-665
5640,CWE-787
5641,CWE-674
5642,CWE-476
5643,CWE-755
5644,CWE-755
5645,CWE-755
5646,CWE-203
5647,CWE-79
5648,CWE-863
5649,NVD-CWE-Other
5650,CWE-863
5651,CWE-190
5652,CWE-476
5653,CWE-787
5654,CWE-787
5655,CWE-190
5656,CWE-908
5657,CWE-120
5658,NVD-CWE-noinfo
5659,CWE-79
5660,NVD-CWE-noinfo
5661,NVD-CWE-noinfo
5662,CWE-134
5663,CWE-476
5664,NVD-CWE-noinfo
5665,CWE-476
5666,CWE-476
5667,CWE-74
5668,CWE-362
5669,CWE-476
5670,CWE-20
5671,NVD-CWE-noinfo
5672,NVD-CWE-Other
5673,CWE-682
5674,CWE-476
5675,CWE-129
5676,CWE-287
5677,CWE-787
5678,CWE-120
5679,CWE-401
5680,CWE-476
5681,CWE-476
5682,CWE-476
5683,CWE-476
5684,CWE-119
5685,CWE-476
5686,NVD-CWE-noinfo
5687,CWE-276
5688,CWE-59
5689,CWE-190
5690,CWE-190
5691,NVD-CWE-Other
5692,CWE-295
5693,CWE-787
5694,CWE-120
5695,CWE-120
5696,CWE-120
5697,CWE-120
5698,CWE-120
5699,CWE-79
5700,CWE-212
5701,CWE-345
5702,CWE-22
5703,CWE-863
5704,CWE-79
5705,CWE-787
5706,CWE-119
5707,CWE-706
5708,CWE-125
5709,CWE-125
5710,CWE-476
5711,CWE-476
5712,CWE-476
5713,CWE-787
5714,CWE-787
5715,CWE-476
5716,CWE-476
5717,CWE-787
5718,CWE-787
5719,CWE-362
5720,CWE-125
5721,CWE-787
5722,CWE-125
5723,CWE-476
5724,CWE-476
5725,CWE-120
5726,CWE-476
5727,CWE-79
5728,CWE-502
5729,CWE-79
5730,NVD-CWE-noinfo
5731,NVD-CWE-noinfo
5732,CWE-59
5733,CWE-415
5734,CWE-863
5735,CWE-94
5736,CWE-776
5737,CWE-125
5738,CWE-681
5739,CWE-290
5740,CWE-22
5741,CWE-502
5742,CWE-287
5743,CWE-200
5744,CWE-400
5745,CWE-79
5746,CWE-22
5747,CWE-79
5748,CWE-601
5749,NVD-CWE-noinfo
5750,NVD-CWE-noinfo
5751,CWE-90
5752,CWE-306
5753,CWE-434
5754,CWE-434
5755,CWE-22
5756,CWE-918
5757,CWE-79
5758,CWE-345
5759,CWE-20
5760,CWE-78
5761,CWE-22
5762,CWE-352
5763,CWE-22
5764,CWE-78
5765,CWE-918
5766,CWE-79
5767,CWE-670
5768,CWE-347
5769,CWE-362
5770,CWE-287
5771,CWE-287
5772,CWE-843
5773,CWE-20
5774,CWE-918
5775,CWE-400
5776,CWE-306
5777,CWE-863
5778,CWE-79
5779,CWE-367
5780,CWE-209
5781,CWE-79
5782,CWE-200
5783,CWE-200
5784,CWE-400
5785,CWE-532
5786,CWE-352
5787,CWE-668
5788,CWE-400
5789,CWE-78
5790,CWE-190
5791,CWE-680
5792,CWE-190
5793,CWE-22
5794,CWE-610
5795,CWE-352
5796,CWE-79
5797,CWE-610
5798,CWE-134
5799,CWE-601
5800,NVD-CWE-noinfo
5801,CWE-330
5802,CWE-79
5803,CWE-20
5804,CWE-116
5805,CWE-91
5806,CWE-79
5807,CWE-79
5808,CWE-59
5809,CWE-22
5810,CWE-601
5811,CWE-601
5812,CWE-915
5813,CWE-915
5814,CWE-116
5815,CWE-79
5816,CWE-22
5817,CWE-94
5818,CWE-94
5819,CWE-400
5820,CWE-59
5821,CWE-94
5822,CWE-400
5823,CWE-400
5824,CWE-22
5825,CWE-22
5826,CWE-120
5827,CWE-79
5828,CWE-613
5829,CWE-835
5830,NVD-CWE-noinfo
5831,NVD-CWE-Other
5832,CWE-79
5833,NVD-CWE-Other
5834,CWE-20
5835,CWE-401
5836,CWE-787
5837,CWE-401
5838,CWE-401
5839,CWE-401
5840,CWE-401
5841,NVD-CWE-Other
5842,CWE-384
5843,CWE-88
5844,CWE-79
5845,CWE-79
5846,CWE-79
5847,CWE-88
5848,CWE-732
5849,CWE-203
5850,CWE-787
5851,CWE-79
5852,CWE-502
5853,CWE-129
5854,CWE-203
5855,CWE-120
5856,CWE-770
5857,CWE-78
5858,CWE-89
5859,CWE-22
5860,CWE-79
5861,CWE-347
5862,CWE-601
5863,CWE-347
5864,CWE-79
5865,NVD-CWE-noinfo
5866,NVD-CWE-noinfo
5867,NVD-CWE-noinfo
5868,NVD-CWE-noinfo
5869,NVD-CWE-noinfo
5870,NVD-CWE-noinfo
5871,CWE-200
5872,CWE-829
5873,CWE-415
5874,CWE-416
5875,CWE-787
5876,CWE-416
5877,CWE-416
5878,CWE-416
5879,CWE-125
5880,CWE-415
5881,CWE-362
5882,CWE-125
5883,CWE-476
5884,CWE-120
5885,CWE-295
5886,CWE-79
5887,CWE-787
5888,CWE-824
5889,CWE-400
5890,CWE-476
5891,NVD-CWE-noinfo
5892,CWE-681
5893,CWE-427
5894,CWE-601
5895,CWE-416
5896,NVD-CWE-noinfo
5897,CWE-1321
5898,CWE-79
5899,CWE-601
5900,NVD-CWE-Other
5901,CWE-862
5902,CWE-863
5903,CWE-1021
5904,CWE-89
5905,CWE-307
5906,CWE-601
5907,CWE-1321
5908,CWE-369
5909,CWE-476
5910,CWE-427
5911,CWE-79
5912,CWE-427
5913,CWE-338
5914,CWE-326
5915,CWE-352
5916,CWE-330
5917,CWE-400
5918,CWE-330
5919,CWE-79
5920,CWE-787
5921,CWE-787
5922,CWE-787
5923,CWE-416
5924,CWE-732
5925,CWE-416
5926,CWE-787
5927,CWE-352
5928,CWE-352
5929,CWE-352
5930,NVD-CWE-noinfo
5931,CWE-1021
5932,CWE-352
5933,CWE-401
5934,CWE-476
5935,CWE-125
5936,CWE-401
5937,CWE-434
5938,CWE-416
5939,CWE-400
5940,CWE-787
5941,CWE-863
5942,CWE-79
5943,CWE-125
5944,CWE-362
5945,CWE-79
5946,CWE-787
5947,CWE-915
5948,CWE-918
5949,CWE-20
5950,CWE-20
5951,CWE-190
5952,CWE-22
5953,CWE-252
5954,CWE-79
5955,CWE-125
5956,CWE-369
5957,CWE-476
5958,CWE-476
5959,CWE-125
5960,CWE-476
5961,CWE-401
5962,CWE-369
5963,CWE-125
5964,CWE-369
5965,CWE-476
5966,CWE-617
5967,CWE-681
5968,CWE-681
5969,CWE-476
5970,CWE-476
5971,CWE-476
5972,NVD-CWE-Other
5973,CWE-787
5974,CWE-787
5975,CWE-416
5976,CWE-369
5977,CWE-125
5978,CWE-125
5979,CWE-824
5980,CWE-824
5981,CWE-824
5982,CWE-125
5983,CWE-476
5984,CWE-1321
5985,CWE-369
5986,CWE-681
5987,CWE-824
5988,CWE-20
5989,CWE-125
5990,CWE-20
5991,CWE-824
5992,CWE-824
5993,CWE-369
5994,CWE-681
5995,CWE-79
5996,CWE-125
5997,CWE-824
5998,CWE-125
5999,CWE-20
6000,CWE-20
6001,CWE-369
6002,CWE-824
6003,CWE-20
6004,CWE-502
6005,CWE-681
6006,CWE-79
6007,CWE-369
6008,CWE-476
6009,CWE-908
6010,CWE-369
6011,CWE-125
6012,CWE-835
6013,CWE-125
6014,CWE-476
6015,CWE-476
6016,CWE-416
6017,CWE-369
6018,CWE-20
6019,CWE-613
6020,CWE-640
6021,CWE-79
6022,NVD-CWE-noinfo
6023,CWE-122
6024,CWE-79
6025,CWE-200
6026,CWE-668
6027,CWE-285
6028,CWE-346
6029,CWE-191
6030,NVD-CWE-noinfo
6031,CWE-77
6032,CWE-639
6033,CWE-79
6034,CWE-918
6035,CWE-354
6036,CWE-79
6037,CWE-79
6038,CWE-352
6039,CWE-476
6040,CWE-352
6041,NVD-CWE-Other
6042,CWE-122
6043,CWE-79
6044,CWE-79
6045,CWE-79
6046,NVD-CWE-noinfo
6047,CWE-203
